task_id,solution,base_status,plus_status,base_fail_tests,plus_fail_tests,gt_solution,question_prompt,entry_point
Mbpp/311,"def set_left_most_unset_bit(n):
    """"""
    Sets the left most unset bit in the binary representation of a given number.
    
    Args:
        n (int): The number to modify.
        
    Returns:
        int: The number with the left most unset bit set.
    """"""
    # Convert the number to its binary representation
    binary_representation = bin(n)[2:]
    
    # Find the position of the first unset bit from the left
    left_most_unset_bit_index = binary_representation.find('0')
    
    # If there are no unset bits (all bits are 1), return the original number
    if left_most_unset_bit_index == len(binary_representation):
        return n
    
    # Set the left most unset bit to 1
    new_binary_representation = binary_representation[:left_most_unset_bit_index] + '1' + binary_representation[left_most_unset_bit_index:]
    
    # Convert the new binary representation back to an integer
    result = int(new_binary_representation, 2)
    
    return result",fail,fail,[[10]],[[125]],"
def set_left_most_unset_bit(n): 
    if not (n & (n + 1)): 
        return n 
    pos, temp, count = 0, n, 0 
    while temp: 
        if not (temp & 1): 
            pos = count      
        count += 1
        temp >>= 1
    return (n | (1 << (pos))) 
","""""""
Write a python function to set the left most unset bit.
assert set_left_most_unset_bit(10) == 14
""""""
",set_left_most_unset_bit
Mbpp/415,"def max_Product(arr):
    # Initialize variables to keep track of the maximum product and the pair producing it
    max_prod = float('-inf')
    max_pair = (None, None)
    
    # Iterate through the array to find the pair with the highest product
    for i in range(len(arr)):
        # Skip zero since multiplying by zero will always result in zero
        if arr[i] == 0:
            continue
        
        # Initialize current product and pair
        current_prod = arr[i]
        current_pair = (arr[i],)
        
        # Update current product and pair if a larger product is found
        for j in range(i + 1, len(arr)):
            # Update current product by multiplying with the next element
            current_prod *= arr[j]
            current_pair = (current_pair[0], arr[j])
            
            # Check if the current product is greater than max_prod
            if current_prod > max_prod:
                max_prod = current_prod
                max_pair = current_pair
    
    return max_pair",fail,fail,"[[[1, 2, 3, 4, 7, 0, 8, 4]]]","[[[-2, -1, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]]","
def max_Product(arr): 
    pairs = [(a, b) for a in arr for b in arr if a != b]
    return max(pairs, key=lambda x: x[0] * x[1])
","""""""
Write a python function to find a pair with highest product from a given array of integers.
assert max_Product([1,2,3,4,7,0,8,4]) == (7,8)
""""""
",max_Product
Mbpp/426,"def filter_odd_numbers(numbers):
    """"""
    Filter odd numbers from a given list.
    
    Args:
    numbers (list): A list of integers.
    
    Returns:
    list: A new list containing only the odd numbers from the input list.
    """"""
    return [num for num in numbers if num % 2 != 0]

# Test the function
assert filter_odd_numbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1, 3, 5, 7, 9]",fail,fail,[],[],"
def filter_oddnumbers(nums):
    return [n for n in nums if n % 2 == 1]
","""""""
Write a function to filter odd numbers.
assert filter_oddnumbers([1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[1,3,5,7,9]
""""""
",filter_oddnumbers
Mbpp/429,"def extract_elementwise_and_tuples(tup1, tup2):
    # Initialize lists to store the results
    elementwise = []
    tuples = []

    # Iterate over the elements of the first tuple
    for i in range(len(tup1)):
        # If the current elements of both tuples are equal, append 1 to the tuples list
        if tup1[i] == tup2[i]:
            tuples.append(1)
        # Otherwise, append 0 to the elementwise list
        else:
            elementwise.append(0)

    return elementwise, tuples

# Test the function with the provided example
assert extract_elementwise_and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)",fail,fail,[],[],"
def and_tuples(test_tup1, test_tup2):
  return tuple(x & y for x, y in zip(test_tup1, test_tup2))
","""""""
Write a function to extract the elementwise and tuples from the given two tuples.
assert and_tuples((10, 4, 6, 9), (5, 2, 3, 3)) == (0, 0, 2, 1)
""""""
",and_tuples
Mbpp/273,"def subtract_elements(t1, t2):
    """"""
    Function to subtract elements of two tuples at the same index.
    
    Args:
        t1 (tuple): A tuple of elements.
        t2 (tuple): Another tuple of elements.
        
    Returns:
        tuple: A new tuple where each element is the difference between the corresponding elements in t1 and t2.
    """"""
    result = ()
    for i, val1 in enumerate(t1):
        result += (val1 - t2[i],)
    return result

# Test case
assert subtract_elements((10, 4, 5), (2, 5, 18)) == (8, -1, -13)",fail,fail,[],[],"
def substract_elements(test_tup1, test_tup2):
  return tuple(x - y for x, y in zip(test_tup1, test_tup2))
","""""""
Write a function that takes in two tuples and subtracts the elements of the first tuple by the elements of the second tuple with the same index.
assert substract_elements((10, 4, 5), (2, 5, 18)) == (8, -1, -13)
""""""
",substract_elements
Mbpp/265,"def list_split(lst, n):
    """"""
    Splits a list into sublists every nth element.
    
    Args:
        lst (list): The original list.
        n (int): The index at which to split the list.
        
    Returns:
        list: A list of sublists, each containing every nth element starting from the first.
    """"""
    result = []
    for i in range(0, len(lst), n):
        result.append(lst[i:i+n])
    return result",fail,fail,"[[['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'], 3]]","[[[], 1]]","
def list_split(S, step):
    return [S[i::step] for i in range(step)]
","""""""
Write a function that takes in a list and an integer n and splits a list for every nth element, returning a list of the resulting lists.
assert list_split(['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j', 'k', 'l', 'm', 'n'],3)==[['a', 'd', 'g', 'j', 'm'], ['b', 'e', 'h', 'k', 'n'], ['c', 'f', 'i', 'l']]
""""""
",list_split
Mbpp/422,"def find_average_of_cube(n):
    """"""
    Calculate the average of the cubes of the first n natural numbers.
    
    Args:
        n (int): The number of natural numbers to consider.
        
    Returns:
        float: The average of the cubes of the first n natural numbers.
    """"""
    # Calculate the sum of cubes of the first n natural numbers
    sum_of_cubes = sum(i**3 for i in range(1, n+1))
    
    # Calculate the average by dividing the sum by n
    average = sum_of_cubes / n
    
    return average

# Test the function with the given assertion
assert find_average_of_cube(2) == 4.5",fail,fail,[],[],"
def find_Average_Of_Cube(n):  
    return sum([(i ** 3) for i in range(1, n + 1)]) / n
","""""""
Write a python function to find the average of cubes of first n natural numbers.
assert find_Average_Of_Cube(2) == 4.5
""""""
",find_Average_Of_Cube
Mbpp/435,"def last_digit(n):
    """"""
    Returns the last digit of the given number.
    """"""
    return n % 10

# Test cases
assert last_digit(123) == 3
assert last_digit(456) == 6
assert last_digit(789) == 9
assert last_digit(0) == 0",fail,fail,[],[],"
def last_Digit(n) :
    if n < 0: 
        n = -n
    return n % 10
","""""""
Write a python function to find the last digit of a given number.
assert last_Digit(123) == 3
""""""
",last_Digit
Mbpp/463,"def max_subarray_product(arr):
    """"""
    Function to find the maximum product subarray of the given array.
    
    Args:
        arr (list): A list of integers.
        
    Returns:
        int: The maximum product of a contiguous subarray.
    """"""
    if not arr:
        return 0
    
    max_product = arr[0]
    current_product = arr[0]
    
    for num in arr[1:]:
        current_product *= num
        if current_product > max_product:
            max_product = current_product
        else:
            current_product = num
    
    return max_product",fail,fail,"[[[1, -2, -3, 0, 7, -8, -2]]]","[[[-2, 4, -6, 8, 10, -12, 14, -16]]]","
def max_subarray_product(arr):
	max_so_far = min_ending = max_ending = arr[0]
	for n in arr[1:]:
		min_ending, max_ending = min(n, min_ending * n, max_ending * n), max(n, min_ending * n, max_ending * n)
		max_so_far = max(max_so_far, max_ending)
	return max_so_far
","""""""
Write a function to find the maximum product subarray of the given array.
assert max_subarray_product([1, -2, -3, 0, 7, -8, -2]) == 112
""""""
",max_subarray_product
Mbpp/558,"def digit_distance_nums(num1, num2):
    """"""
    Calculate the sum of the absolute differences between corresponding digits of two numbers.
    
    Args:
        num1 (int): The first number.
        num2 (int): The second number.
        
    Returns:
        int: The sum of the absolute differences between corresponding digits.
    """"""
    # Ensure both numbers have the same length
    assert len(str(num1)) == len(str(num2)), ""Numbers must have the same length""
    
    # Calculate the sum of absolute differences
    digit_sum = sum(abs(int(digit1) - int(digit2)) for digit1, digit2 in zip(str(num1), str(num2)))
    
    return digit_sum",pass,fail,[],"[[12345, 9]]","
def digit_distance_nums(n1, n2):
    return sum([abs(int(c1) - int(c2)) for c1, c2 in zip(str(n1), str(n2))])
","""""""
Write a python function to find the sum of the per-digit difference between two integers.
assert digit_distance_nums(1,2) == 1
""""""
",digit_distance_nums
Mbpp/565,"def split_string(s):
    """"""Split a string into individual characters.""""""
    return list(s)

# Test the function
assert split_string('python') == ['p', 'y', 't', 'h', 'o', 'n']",fail,fail,[],[],"
def split(word): 
    return list(word)
","""""""
Write a python function to split a string into characters.
assert split('python') == ['p','y','t','h','o','n']
""""""
",split
Mbpp/562,"def find_max_length(lst):
    """"""
    Finds the length of the longest sublist in a given list.

    :param lst: A list of lists.
    :return: The length of the longest sublist.
    """"""
    max_length = 0
    for sublist in lst:
        if len(sublist) > max_length:
            max_length = len(sublist)
    return max_length

# Test cases
assert find_max_length([[1],[1,4],[5,6,7,8]]) == 4
assert find_max_length([[1,2,3],[4,5],[6,7,8]]) == 3
assert find_max_length([[1,2,3,4,5], [6,7,8,9], [10]]) == 5
assert find_max_length([[1,2,3,4], [5,6,7,8], [9]]) == 3",fail,fail,[],[],"
def Find_Max_Length(lst):  
    return len(max(lst, key = len))
","""""""
Write a python function to find the length of the longest sublists.
assert Find_Max_Length([[1],[1,4],[5,6,7,8]]) == 4
""""""
",Find_Max_Length
Mbpp/564,"def count_Pairs(lst):
    count = 0
    for i in range(len(lst)):
        for j in range(i + 1, len(lst)):
            if lst[i] != lst[j]:
                count += 1
    return count",fail,fail,"[[[1, 2, 1], 3]]","[[[1, 2, 3, 4, 5, 6, 7, 8, 9, 10], 10]]","
def count_Pairs(arr,n): 
    cnt = 0; 
    for i in range(n): 
        for j in range(i + 1,n): 
            if (arr[i] != arr[j]): 
                cnt += 1; 
    return cnt; 
","""""""
Write a python function which takes a list of integers and counts the number of possible unordered pairs where both elements are unequal.
assert count_Pairs([1,2,1],3) == 2
""""""
",count_Pairs
Mbpp/556,"def find_odd_pair(lst, target):
    """"""
    Count the number of pairs whose XOR value is odd.

    :param lst: List of integers.
    :param target: Target value for the pair's XOR result.
    :return: Number of pairs whose XOR is odd.
    """"""
    count = 0
    n = len(lst)
    for i in range(n):
        for j in range(i + 1, n):
            if (lst[i] ^ lst[j]) % 2 != 0:
                count += 1
    return count

# Test the function
assert find_odd_pair([5, 4, 7, 2, 1], 5) == 6",fail,fail,[],[],"
def find_Odd_Pair(A,N) : 
    oddPair = 0
    for i in range(0,N) :  
        for j in range(i+1,N) :  
            if ((A[i] ^ A[j]) % 2 != 0):  
                oddPair+=1  
    return oddPair  
","""""""
Write a python function to count the number of pairs whose xor value is odd.
assert find_Odd_Pair([5,4,7,2,1],5) == 6
""""""
",find_Odd_Pair
Mbpp/445,"def index_multiplication(tup1, tup2):
    # Ensure both tuples have the same length
    assert len(tup1) == len(tup2), ""Tuples must have the same length""
    
    result = []
    for i in range(len(tup1)):
        # Perform element-wise multiplication
        result.append(tup1[i] * tup2[i])
    
    return result",fail,fail,"[[[[1, 3], [4, 5], [2, 9], [1, 10]], [[6, 7], [3, 9], [1, 1], [7, 3]]]]","[[[[1, 1], [2, 2], [3, 3], [4, 4]], [[5, 5], [6, 6], [7, 7], [8, 8]]]]","
def index_multiplication(test_tup1, test_tup2):
  return tuple(tuple(a * b for a, b in zip(tup1, tup2))
   for tup1, tup2 in zip(test_tup1, test_tup2))
","""""""
Write a function to perform index wise multiplication of tuple elements in the given two tuples.
assert index_multiplication(((1, 3), (4, 5), (2, 9), (1, 10)),((6, 7), (3, 9), (1, 1), (7, 3)) ) == ((6, 21), (12, 45), (2, 9), (7, 30))
""""""
",index_multiplication
Mbpp/433,"def check_greater(arr, num):
    """"""
    Check if the given number is greater than all elements in the array.
    
    Args:
        arr (list): A list of integers.
        num (int): The number to compare against the elements in the array.
        
    Returns:
        bool: True if the number is greater than all elements in the array, False otherwise.
    """"""
    return num > max(arr)",pass,fail,[],"[[[], 10]]","
def check_greater(arr, number):
  return all(number > el for el in arr)
","""""""
Write a function to check whether the entered number is greater than the elements of the given array.
assert check_greater([1, 2, 3, 4, 5], 4) == False
""""""
",check_greater
Mbpp/453,"def sumofFactors(n):
    # Initialize the sum with zero
    sum = 0
    
    # Iterate through all numbers from 1 to n
    for i in range(1, n + 1):
        # Check if the current number is even
        if i % 2 == 0:
            # Add the even number to the sum
            sum += i
    
    return sum",fail,fail,[[18]],[[101]],"
import math 
def sumofFactors(n) : 
    if (n % 2 != 0) : 
        return 0
    return sum([i for i in range(2, n + 1) if n % i == 0 and i % 2 == 0])
","""""""
Write a python function to find the sum of even factors of a number.
assert sumofFactors(18) == 26
""""""
",sumofFactors
Mbpp/563,"def extract_values(string):
    """"""
    Extract values between quotation marks from a string.
    
    :param string: The input string.
    :return: A list containing the values between quotation marks.
    """"""
    return [word for word in string.split() if word.startswith('""') and word.endswith('""')]",fail,fail,"[['""Python"", ""PHP"", ""Java""']]","[['""red"" ""blue"" ""green"" ""yellow"" ""red"" ""blue"" ""green"" ""yellow""']]","
import re
def extract_values(text):
 return (re.findall(r'""(.*?)""', text))
","""""""
Write a function to extract values between quotation marks from a string.
assert extract_values('""Python"", ""PHP"", ""Java""')==['Python', 'PHP', 'Java']
""""""
",extract_values
Mbpp/559,"def max_sub_array_sum(arr):
    """"""
    Function to find the sum of the largest contiguous sublist in the given list.
    
    Args:
        arr (list): A list of integers.
        
    Returns:
        int: The sum of the largest contiguous sublist.
    """"""
    max_sum = arr[0]
    current_sum = arr[0]
    start = 0
    
    for i in range(1, len(arr)):
        if arr[i] > arr[i - 1]:
            current_sum = arr[i] + current_sum
            start = i
        else:
            current_sum = max(arr[i], current_sum)
    
    return current_sum",fail,fail,"[[[-2, -3, 4, -1, -2, 1, 5, -3], 8]]","[[[], 0]]","
def max_sub_array_sum(a, size):
  max_so_far = 0
  max_ending_here = 0
  for i in range(0, size):
    max_ending_here = max_ending_here + a[i]
    if max_ending_here < 0:
      max_ending_here = 0
    elif (max_so_far < max_ending_here):
      max_so_far = max_ending_here
  return max_so_far
","""""""
Write a function to find the sum of the largest contiguous sublist in the given list.
assert max_sub_array_sum([-2, -3, 4, -1, -2, 1, 5, -3], 8) == 7
""""""
",max_sub_array_sum
Mbpp/462,"from itertools import combinations
def combinations_list(lst):
    return list(combinations(lst, r) for r in range(len(lst) + 1))",fail,fail,"[[['orange', 'red', 'green', 'blue']]]","[[['a', 'b', 'c', 'd', 'e', 'f', 'g', 'h', 'i', 'j']]]","
def combinations_list(list1):
    if len(list1) == 0:
        return [[]]
    result = []
    for el in combinations_list(list1[1:]):
        result += [el, el+[list1[0]]]
    return result
","""""""
Write a function to find all possible combinations of the elements of a given list.
assert combinations_list(['orange', 'red', 'green', 'blue'])==[[], ['orange'], ['red'], ['red', 'orange'], ['green'], ['green', 'orange'], ['green', 'red'], ['green', 'red', 'orange'], ['blue'], ['blue', 'orange'], ['blue', 'red'], ['blue', 'red', 'orange'], ['blue', 'green'], ['blue', 'green', 'orange'], ['blue', 'green', 'red'], ['blue', 'green', 'red', 'orange']]
""""""
",combinations_list
Mbpp/460,"def extract_first_elements(sublists):
    return [first_element for sublist in sublists for first_element in sublist]

# Test case
assert extract_first_elements([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]",fail,fail,[],[],"
def Extract(lst): 
    return [item[0] for item in lst] 
","""""""
Write a python function to get the first element of each sublist.
assert Extract([[1, 2], [3, 4, 5], [6, 7, 8, 9]]) == [1, 3, 6]
""""""
",Extract
Mbpp/473,"def tuple_intersection(tuples_list):
    # Convert all tuples to sets to remove duplicates and order, then find intersection
    intersection_set = set(tuples_list[0])
    for tup in tuples_list[1:]:
        intersection_set &= set(tup)  # Use set intersection operator
    return intersection_set",fail,fail,"[[[[3, 4], [5, 6], [9, 10], [4, 5]], [[5, 4], [3, 4], [6, 5], [9, 11]]]]","[[[[1, 2, 3], [4, 5, 6], [7, 8, 9]], [[1, 2, 3], [7, 8, 9], [10, 11, 12]]]]","
def tuple_intersection(test_list1, test_list2):
  return set([tuple(sorted(ele)) for ele in test_list1]) & set([tuple(sorted(ele)) for ele in test_list2])
","""""""
Write a function to find the tuple intersection of elements in the given tuple list irrespective of their order.
assert tuple_intersection([(3, 4), (5, 6), (9, 10), (4, 5)] , [(5, 4), (3, 4), (6, 5), (9, 11)]) == {(4, 5), (3, 4), (5, 6)}
""""""
",tuple_intersection
Mbpp/568,"def empty_list(N):
    """"""
    Creates a list of N empty dictionaries.
    
    :param N: int, the number of dictionaries to create.
    :return: list, a list of N empty dictionaries.
    """"""
    return [] * N",fail,fail,[[5]],[[1]],"
def empty_list(length):
 return [{} for _ in range(length)]
","""""""
Write a function to create a list of N empty dictionaries.
assert empty_list(5)==[{},{},{},{},{}]
""""""
",empty_list
Mbpp/555,"def difference(n):
    # Sum of cubes of the first n natural numbers
    sum_of_cubes = n * (n + 1) * (2 * n + 1) // 6
    
    # Sum of the first n natural numbers
    sum_n = n * (n + 1) // 2
    
    # Calculate the difference
    difference = sum_of_cubes - sum_n
    
    return difference",fail,fail,[[3]],[[10]],"
def difference(n) :  
    S = (n*(n + 1))//2;  
    res = S*(S-1);  
    return res;  
","""""""
Write a python function to find the difference between the sum of cubes of the first n natural numbers and the sum of the first n natural numbers.
assert difference(3) == 30
""""""
",difference
Mbpp/448,"def cal_sum(n):
    """"""
    Calculate the sum of Perrin numbers.
    
    Args:
        n (int): The index of the Perrin number to calculate.
        
    Returns:
        int: The sum of the Perrin numbers up to the given index.
    """"""
    # Initialize the first two Perrin numbers
    perrin_numbers = [1, 2]
    
    # Generate Perrin numbers up to the given index
    for i in range(2, n):
        next_perrin_number = sum(perrin_numbers) * 2
        if next_perrin_number % 5 == 0:
            perrin_numbers.append(next_perrin_number)
    
    # Return the sum of Perrin numbers up to the given index
    return sum(perrin_numbers)",fail,fail,[[9]],[[-5]],"
def cal_sum(n): 
	a = 3
	b = 0
	c = 2
	if (n == 0): 
		return 3
	if (n == 1): 
		return 3
	if (n == 2): 
		return 5
	sum = 5
	while (n > 2): 
		d = a + b 
		sum = sum + d 
		a = b 
		b = c 
		c = d 
		n = n - 1
	return sum
","""""""
Write a function to calculate the sum of perrin numbers.
assert cal_sum(9) == 49
""""""
",cal_sum
Mbpp/557,"def toggle_string(s):
    """"""
    Function to toggle the case of all characters in a string.
    
    :param s: str, the input string
    :return: str, the string with all characters toggled between lower and upper case
    """"""
    return s.upper().lower()",fail,fail,[['Python']],[['uSB']],"
def toggle_string(string):
 return string.swapcase()
","""""""
Write a function to toggle the case of all characters in a string.
assert toggle_string(""Python"")==(""pYTHON"")
""""""
",toggle_string
Mbpp/567,"def issort_list(lst):
    """"""
    Check if a given list is sorted in ascending order.
    
    Args:
        lst (list): The list to be checked.
        
    Returns:
        bool: True if the list is sorted in ascending order, False otherwise.
    """"""
    # Check if the list is empty
    if not lst:
        return False
    
    # Compare the first and the last elements
    if lst[0] > lst[-1]:
        return False
    
    # Recursively check the sublists
    for i in range(1, len(lst) - 1):
        if lst[i] > lst[i + 1]:
            return False
    
    return True",pass,fail,[],[[[]]],"
def issort_list(list1):
    return all(a <= b for a, b in zip(list1, list1[1:]))
","""""""
Write a function to check whether a specified list is sorted or not.
assert issort_list([1,2,4,6,8,10,12,14,16,17])==True
""""""
",issort_list
Mbpp/475,"def sort_dict_by_value(d):
    return sorted(d.items(), key=lambda x: x[1])

# Test case
assert sort_counter({'Math':81, 'Physics':83, 'Chemistry':87}) == [('Chemistry', 87), ('Physics', 83), ('Math', 81)]",fail,fail,[],[],"
def sort_counter(dict1):
 return sorted(dict1.items(), key=lambda x: x[1], reverse=True)
","""""""
Write a function to sort a dictionary by value.
assert sort_counter({'Math':81, 'Physics':83, 'Chemistry':87})==[('Chemistry', 87), ('Physics', 83), ('Math', 81)]
""""""
",sort_counter
Mbpp/576,"def is_Sub_Array(sub_list, main_list):
    """"""
    Check if a sublist is a part of a given main list.
    
    Args:
        sub_list (list): The sublist to be checked.
        main_list (list): The main list to check against.
        
    Returns:
        bool: True if sub_list is a sublist of main_list, False otherwise.
    """"""
    # Convert both lists to sets for efficient membership checking
    sub_set = set(sub_list)
    main_set = set(main_list)
    
    # Check if all elements of the sub_list are in the main_list
    return sub_set.issubset(main_set)",pass,fail,[],"[[[], [1, 2, 3]]]","
def is_Sub_Array(A,B): 
    a = 0
    b = 0
    while a < len(A) and b < len(B):
        if A[a] == B[b]:
            a += 1
            b += 1
        else:
            a += 1
    return b == len(B)
","""""""
Write a python function to check whether a list is sublist of another or not.
assert is_Sub_Array([1,4,3,5],[1,2]) == False
""""""
",is_Sub_Array
Mbpp/572,"def two_unique_nums(*lists):
    # Create an empty list to store unique elements
    unique_elements = []
    
    # Iterate through each list
    for list_ in lists:
        # Convert the list to a set to remove duplicates
        unique_set = set(list_)
        
        # Convert the set back to a list and append to the unique_elements list
        unique_elements.extend(list(unique_set))
    
    # Return the list of unique elements
    return unique_elements",fail,fail,"[[[1, 2, 3, 2, 3, 4, 5]]]","[[[1, 2, 3, 2, 4, 5, 3, 6, 4, 7, 8, 9, 5, 6]]]","
def two_unique_nums(nums):
  return [n for n in nums if nums.count(n)==1]
","""""""
Write a python function to remove duplicate numbers from a given number of lists.
assert two_unique_nums([1,2,3,2,3,4,5]) == [1, 4, 5]
""""""
",two_unique_nums
Mbpp/577,"def last_Digit_Factorial(n):
    # Calculate the factorial of the number
    factorial = 1
    for i in range(1, n + 1):
        factorial *= i
    
    # Get the last digit of the factorial
    last_digit = factorial % 10
    
    return last_digit",pass,fail,[],[[2.5]],"
def last_Digit_Factorial(n): 
    if (n == 0): 
      return 1
    elif (n <= 2): 
      return n  
    elif (n == 3): 
      return 6
    elif (n == 4): 
      return 4 
    else: 
      return 0
","""""""
Write a python function to find the last digit in factorial of a given number.
assert last_Digit_Factorial(4) == 4
""""""
",last_Digit_Factorial
Mbpp/581,"def surface_area(base_edge, height):
    """"""
    Calculate the surface area of a square pyramid.

    Args:
        base_edge (int): The length of the base edge.
        height (int): The height of the pyramid.

    Returns:
        int: The surface area of the pyramid.
    """"""
    # Calculate the slant height using the Pythagorean theorem
    slant_height = (base_edge ** 2 + height ** 2) ** 0.5

    # Calculate the surface area using the formula for a square pyramid
    # 2 * (base area + 4 * slant height * side of base)
    base_area = base_edge ** 2
    surface_area = 2 * (base_area + 4 * slant_height * base_edge)

    return surface_area

# Test the function with the given assertion
assert surface_area(3, 4) == 33",fail,fail,[],[],"
def surface_Area(b,s): 
    return 2 * b * s + pow(b,2) 
","""""""
Write a python function to find the surface area of a square pyramid with a given base edge and height.
assert surface_Area(3,4) == 33
""""""
",surface_Area
Mbpp/586,"def split_and_join(arr, n):
    """"""
    Split a list at the nth element and add the first part to the end.
    
    :param arr: List to be split.
    :param n: Index at which to split the list.
    :return: Modified list with the first part appended to the end.
    """"""
    # Check if the index is valid
    if n < 0 or n >= len(arr):
        raise IndexError(""Index out of range for the given list."")
    
    # Split the list at the specified index
    first_part = arr[:n]
    second_part = arr[n:]
    
    # Join the two parts by appending the first part to the end of the second part
    result = second_part + first_part
    
    return result

# Test the function with the provided example
assert split_and_join([12,10,5,6,52,36], 2) == [5,6,52,36,12,10]",fail,fail,[],[],"
def split_Arr(l, n):
  return l[n:] + l[:n]
","""""""
Write a python function to split a list at the nth eelment and add the first part to the end.
assert split_Arr([12,10,5,6,52,36],2) == [5,6,52,36,12,10]
""""""
",split_Arr
Mbpp/592,"def sum_Of_product(n):
    # Calculate the sum of the product of consecutive binomial coefficients
    # The formula for the sum of the product of consecutive binomial coefficients (n choose k) * (n choose (k+1)) is:
    # (n + 1) * (n - 1)
    return (n + 1) * (n - 1)",fail,fail,[[3]],[[10]],"
def binomial_Coeff(n, k): 
    C = [0] * (k + 1); 
    C[0] = 1; # nC0 is 1 
    for i in range(1,n + 1):  
        for j in range(min(i, k),0,-1): 
            C[j] = C[j] + C[j - 1]; 
    return C[k]; 
def sum_Of_product(n): 
    return binomial_Coeff(2 * n, n - 1); 
","""""""
Write a python function to find the sum of the product of consecutive binomial co-efficients.
assert sum_Of_product(3) == 15
""""""
",sum_Of_product
Mbpp/583,"def catalan_number(n):
    if n == 0:
        return 1
    elif n == 1:
        return 1
    else:
        catalan_values = [1, 1]
        for i in range(2, n + 1):
            catalan_values.append(catalan_values[i - 1] + catalan_values[i - 2])
        return catalan_values[n]",fail,fail,[[10]],[[3]],"
def catalan_number(num):
    if num <= 1:
         return 1   
    res_num = 0
    for i in range(num):
        res_num += catalan_number(i) * catalan_number(num - i - 1)
    return res_num
","""""""
Write a function which returns nth catalan number.
assert catalan_number(10)==16796
""""""
",catalan_number
Mbpp/587,"def list_to_tuple(lst):
    """"""
    Convert a list to a tuple.
    
    :param lst: A list of elements.
    :return: The list converted to a tuple.
    """"""
    return tuple(lst)

# Test the function
assert list_to_tuple([5, 10, 7, 4, 15, 3]) == (5, 10, 7, 4, 15, 3)",fail,fail,[],[],"
def list_tuple(listx):
  return tuple(listx)
","""""""
Write a function to convert a list to a tuple.
assert list_tuple([5, 10, 7, 4, 15, 3])==(5, 10, 7, 4, 15, 3)
""""""
",list_tuple
Mbpp/580,"def extract_even(nested_tuple):
    result = []
    stack = []
    for item in nested_tuple:
        if isinstance(item, tuple):
            stack.append(item)
        else:
            if len(stack) % 2 == 0:
                result.append(item)
            stack.pop()
    return tuple(result)",fail,fail,"[[[4, 5, [7, 6, [2, 4]], 6, 8]]]","[[[1, 2, 3, [4, 5, [6, 7, [8, 9, [10, 11, [12, 13, [14, 15, [16, 17, [18, 19, [20]]]]]]]]]]]]","
def even_ele(test_tuple, ): 
	res = tuple() 
	for ele in test_tuple: 
		if isinstance(ele, tuple): 
			res += (even_ele(ele), ) 
		elif ele % 2 == 0: 
			res += (ele, ) 
	return res 
def extract_even(test_tuple):
	return even_ele(test_tuple)
","""""""
Write a function to remove uneven elements in the nested mixed tuple.
assert extract_even((4, 5, (7, 6, (2, 4)), 6, 8)) == (4, (6, (2, 4)), 6, 8)
""""""
",extract_even
Mbpp/593,"def removezero_ip(ip_address):
    """"""
    Remove leading zeroes from an IP address.
    
    :param ip_address: str
    :return: str
    """"""
    return ip_address.replace('0', '')",pass,fail,[],[['0.0.0.0']],"
import re
def removezero_ip(ip):
 return re.sub('\.[0]*', '.', ip)
","""""""
Write a function to remove leading zeroes from an ip address.
assert removezero_ip(""216.08.094.196"")==('216.8.94.196')
""""""
",removezero_ip
Mbpp/614,"def cumulative_sum(tuples):
    total = 0
    for tup in tuples:
        for num in tup:
            total += num
    return total

# Test case
assert cumulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30",fail,fail,[],[],"
def cummulative_sum(test_list):
  return sum(map(sum, test_list))
","""""""
Write a function to find the cumulative sum of all the values that are present in the given tuple list.
assert cummulative_sum([(1, 3), (5, 6, 7), (2, 6)]) == 30
""""""
",cummulative_sum
Mbpp/598,"def armstrong_number(n):
    """"""Check if a given number is an Armstrong number.""""""
    # Convert the number to a string to easily access each digit
    str_n = str(n)
    
    # Calculate the sum of the cubes of its digits
    sum_of_cubes = sum(int(digit) ** 3 for digit in str_n)
    
    # An Armstrong number of three digits is of the form abc where a^3 + b^3 + c^3 = 153
    # For numbers with more than three digits, the logic extends similarly.
    # Here we check if the sum of the cubes of its digits equals the number itself
    
    return sum_of_cubes == n",pass,fail,[],[[3]],"
def armstrong_number(number):
    order = len(str(number))
    return sum([int(i) ** order for i in str(number)]) == number
","""""""
Write a function to check whether the given number is armstrong or not.
assert armstrong_number(153)==True
""""""
",armstrong_number
